
gene	XY_Blood_007.886	XY_Blood_1.888	XY_Blood_3.885	XY_Blood_5.609	XY_Blood_7.604	XY_Blood_881	XY_Blood_999	XZ_Blood_10
LOC540707	0	0	0	0.02249241	0	0	0	0
LOC104974870	0	0	0	0	0	0	0	0
LOC527083	0	0	0	0	0	0	0	0
LOC112442318	0.162554546	0	0	0	0.105714169	0.104003812	0	0
LOC530571	0	0	0	0	0	0	0	0
LOC789569	0	0	0	0	0	0	0	0
CYP2B6	0	0	0	0	0	0	0	0
CYP2S1	1.337817866	1.822991693	1.471700813	1.488211055	1.583889267	0.877894879	1.333803135	0.920409293
AXL	0.821503281	0.41777776	0.531947222	0.822468638	0.871668753	0.608595199	0.390972845	0.316397382
HNRNPUL1	376.9677606	260.9325597	224.1555561	269.7098997	236.4193646	200.830558	274.3160961	326.4297706
CCDC97	38.47795938	29.22575665	28.37965229	30.91659655	30.62941405	23.87209807	38.8964769	47.04984739
TGFB1	312.8588747	264.1066008	327.549241	325.8397444	338.2090894	304.5657872	325.7893399	287.2233388
B9D2	18.93562223	40.76115732	48.1480946	35.75639155	49.31952763	43.83380191	40.7845561	17.77915839
TMEM91	0.467977101	0.565228734	1.771552739	0.546614863	1.141274078	0.224561865	0.423170609	0
EXOSC5	14.50269253	30.11615256	24.45383412	18.79357486	28.46009292	25.23222927	33.59058239	17.21201757
BCKDHA	20.46476178	23.64292297	25.56151173	23.55718267	31.36261212	20.19060678	39.74629947	24.77121359
B3GNT8	0.066557767	0.750300347	0.293951049	0.355391891	0.346276335	0.638763572	0.66203709	0.064940355
LOC107131418	0	0.029852175	0	0.04948988	0.072330748	0.023720168	0.167621034	0
DMAC2	3.610065541	5.601014422	4.833132651	5.524307805	5.411244048	5.661707538	9.235918947	8.848799831
ERICH4	0	0	0	0	0	0	0	0
LOC100848419	19.84777814	19.07481333	11.13749968	12.02644236	6.89992285	21.06710227	75.42892096	28.82508533
LOC100848940	1.877493128	2.108526186	0.62345195	0.659543646	0.642626807	0.031611485	1.653055282	107.4535442
LOC112442321	0.128919721	0.20761452	0.439229347	0.154885459	0.083840419	0.164967918	0.373044147	0.276731091
LOC112442322	22.73756258	14.98298718	6.929466189	9.026954031	3.984501849	3.42640211	51.75021542	0.2878296
LOC100847120	2.815512567	2.297505284	0.619944452	1.248605322	0.823341653	0.664942407	7.330260148	3.641281195
CEACAM1	66.14478731	77.25448661	36.17028975	34.06614164	48.93359802	27.93846351	57.20110579	41.18472756
LOC112442323	0	0.586890195	0.153287048	0.162160851	0.158001537	0.155445219	0.659081889	0.237051739
LOC100849237	0	0.04159692	0	0.017240172	0	0	0	0.037803324
LIPE	8.195738276	11.98489643	11.1293266	8.928447683	10.44545337	7.353240985	6.985115229	32.71012661
CNFN	0	0	0	0	0	0	0	0
MEGF8	22.60124886	8.917742707	6.075623567	6.759155087	7.304236968	4.706281065	13.46946518	10.40172617
TMEM145	1.095049576	1.796143688	2.840345877	4.060505112	2.136432219	1.063907851	2.310475994	1.483942938
PRR19	0.312454327	0.022871899	0.286742504	0.189588785	0.147780771	0.199910996	0.128426533	0.526578807
PAFAH1B3	56.43511353	81.07499654	104.3878225	85.125504	100.5652675	76.5100987	121.3970685	40.0242688
CIC	103.797135	102.1012036	57.87106511	80.21550489	74.31240395	48.81172103	83.21536493	65.4822058
ERF	28.51930228	46.06742863	37.22554595	37.03003482	47.79411606	34.53613222	67.18640263	35.79673518
GSK3A	119.3872832	213.5548089	149.2815508	184.0592069	198.9540669	146.5067037	184.7510436	174.9405744
ZNF526	26.42187238	19.99802963	15.98796443	14.31513232	16.45624751	15.86712321	23.63134912	22.06933578
DEDD2	160.4618269	310.3585185	182.6142662	272.4798401	263.2042963	229.3598697	255.271058	456.0947358
LOC104970208	5.502449112	4.475372716	3.26123445	2.708086209	3.831429054	5.405234849	6.433120757	0.704985377
POU2F2	121.5829427	70.63331354	54.54758401	83.88624294	64.27165999	66.22183531	97.81857109	28.89090449
ZNF574	27.29802065	30.63805222	29.59191631	26.87889438	30.64858759	30.89418229	41.13091411	30.37230108
GRIK5	0	0	0.033567974	0	0.069200778	0.034040587	0.024055135	0
ATP1A3	0	0.089679442	0.105403255	0.018584177	0.108645032	0	0	0.285252693
RABAC1	35.00188589	56.47548077	79.74316777	66.03344014	85.30240114	77.75237125	60.95975643	48.83114536
LOC101907940	0.445374475	0.986203153	0	0.148632613	0	0	0.201366036	0
ARHGEF1	263.7284953	324.8109696	285.6562434	282.8582213	310.674961	223.6599979	461.3805136	302.2096204
CD79A	187.749179	279.9545752	244.8201869	330.8782296	225.8921	293.6080049	617.198634	107.2567575
RPS19	2144.064441	2511.723805	5344.469638	4076.627418	4093.757743	5634.301307	3472.650463	2003.297933
DMRTC2	0	0	0	0	0	0	0	0
LYPD4	0	0	0	0.09992938	0.04868313	0	0.135383365	0
LOC100336941	3.613219637	5.442857482	3.048102374	5.541361114	4.065923084	4.13001491	3.671091837	107.6142907
LOC112442324	0.046380447	0.074691863	0	0	0.120650465	0.118698453	0.209698742	0.520413654
LOC112441502	4.337235936	6.194031379	2.323421074	3.823437568	4.603491738	3.743633799	4.587961462	116.0761038
LOC112442325	0.87443135	0.064009053	0.200618629	0	0.310183268	0.203443194	0.790708875	0
LOC522128	0	0	0	0	0	0	0	0.084229022
LOC112442445	0	0	0	0	0	0	0	0
CXCL17	0	0	0	0	0	0	0	0
CD177	1.786954521	0.601709705	0.245985942	0.151798554	3.317298447	2.764729148	0.763862258	0.380406538
TEX101	0	0.270672915	0	0	0	0	0	0
BSP3	0	0	0	0	0	0	0	0
BSP5	0	0	0	0	0	0	0	0
LOC100299268	0	0	0	0	0	0	0	0
BSP1	0	0	0	0	0	0	0	0
TRNAA-AGC_7	0	0	0	0	0	0	0	0
LYPD3	4.917249757	11.01528577	5.488895769	6.774423239	13.07833419	7.05855582	8.493854694	17.03818582
PHLDB3	3.095832357	4.399042302	6.118237879	4.831527236	4.352311191	2.592439733	4.857820057	2.731867017
ETHE1	28.99558617	107.0567993	94.27496997	104.3853947	96.05753806	89.00903167	84.77911257	73.83252656
ZNF575	8.270345203	7.222114733	9.142477528	6.421908615	8.029809397	6.424253864	11.88133612	2.875422894
XRCC1	11.50410416	19.02442737	21.64462972	15.08161832	17.16179297	18.07129657	31.50621299	14.94594351
LOC506634	0.319405424	0	0	0	0	0	0	0.06678077
LOC616860	0.121477888	0	0	0	0	0	0	0
IRGQ	11.34198945	6.553718615	4.156077431	4.727250097	4.745575137	5.513827117	10.52476755	4.349228072
ZNF576	12.62420717	33.7458323	21.48680681	13.42285856	24.43879057	9.767628668	55.94923264	5.872262145
ZNF428	4.305564602	14.98914626	27.08501769	7.776027817	20.91794382	15.71820913	22.32938172	4.88049874
SRRM5	0	0.054125614	0	0	0.087429611	0	0.303917262	0
LOC107131429	0.957954441	0.537017975	0.367229223	0.186150576	0.260235048	0.30257463	0.537285027	0.514662988
CADM4	1.07808819	0.679371505	1.30123987	1.032426582	1.524159929	0.869710254	1.102023091	0.686015026
PLAUR	61.0310297	180.2107365	101.3780536	140.5285562	157.3492372	85.58845846	78.04804395	144.670429
LOC512005	0.037457177	0.60321678	0.118163484	0.400012734	0.511550397	0.095861712	0.101612514	0.328922418
LOC526915	0	0	0	0.188061542	0.183237894	0	0	0
IRGC	0	0.367494048	0.287952048	0.533087836	0.259707251	0.146003102	0.876984197	0
LOC616722	0.112767134	0.045400529	0	0	0.146671799	0	0	0
SMG9	19.58332854	25.8728553	19.73301382	19.5111647	21.3290969	12.681642	50.84695293	11.45518648
LOC104974883	1.938687345	1.098514976	0.286915883	0.639000993	0.420262465	0.076567224	1.817996055	0.058381961
KCNN4	5.886356701	13.90173911	4.149209918	7.41593787	4.377561675	4.928420558	52.97299388	3.366295953
LYPD5	0.422935525	0.681102589	0.266840901	0.235240289	0.458413077	0.631394931	0.254961027	0.412657822
ZNF283	12.5305866	2.975616847	2.318161701	2.707519189	2.541389882	2.051854108	5.185301921	1.626690626
ZNF404	3.018228508	0.694372387	0.680099285	0.57557624	0.350508192	0.448288484	1.657043467	0.157761585
LOC101903309	0	0	1.711158896	0.181021805	0.352757442	0.520575232	2.207219428	0
ZNF45	13.68089126	9.31111785	7.830118037	6.50062441	9.108935756	5.210210255	12.75392595	2.622013756
ZNF226	27.07910872	15.69831114	15.23746255	16.06944814	12.49978111	12.18545926	19.91501653	3.94362443
ZNF227	3.791549635	3.069227427	2.201320268	2.019151662	1.862435854	1.864562234	3.319106428	1.893980709
ZNF233	0	0	0	0	0	0	0	0
ZNF235	3.288617882	2.873386863	2.030727361	1.914776982	2.821248416	1.566872796	2.235584349	1.092323948
ZNF112	0	0	0	0	0	0	0	0.023756385
ZNF285	0	0.061387112	0.02405011	0.101769493	0	0.048777436	0	0.204558458
ZNF180	14.55303605	5.20530766	6.5416003	5.648794356	5.300810496	5.614668868	8.387162	3.062313625
CEACAM20	0.043948889	0	0.027728485	0	0.028581301	0	0	0
LOC112442330	0	0	0	0	0	0	0	0
IGSF23	0	0	0	0	0	0	0	0
PVR	2.686994348	2.678731446	2.159481447	2.77555351	2.433926232	2.128486727	4.85945587	1.529323857
CEACAM19	0	0.280190573	0.219544915	0.309672522	0.339445841	0.25974194	0.471984029	0.08487916
LOC104974891	0.034501373	0.1666848	0	0.092111776	0.089749172	0.022074279	0.436772522	0
CEACAM16	0	0	0	0	0	0	0	0.050701384
LOC107131434	0	0.869466955	0	0.270268085	0.351114527	0.086358455	0.305130504	0.296314674
LOC101904248	3.982686102	12.77746367	1.845322151	4.610392166	3.844623291	1.035188867	5.176960195	8.925434264
LOC104974890	3.887715691	3.984173272	0.371645428	0.471792023	1.608918091	0	1.9175379	1.206940256
BCL3	154.2924402	479.6623672	182.4279808	279.2713903	313.00697	158.9289191	179.011218	288.8798093
CBLC	17.44521552	9.509505767	17.36098126	10.12331281	11.15022077	18.71773577	8.077193973	2.222710307
LOC104974889	1.49167701	1.20111106	0.313712464	0	0	0	1.573665703	0
BCAM	0.429441307	0.103736942	0	0.601924327	0	0.16485617	0.271827099	0
NECTIN2	6.840124182	17.82174875	10.06975732	12.21162778	10.0539739	7.436272587	7.467517044	8.667935246
TOMM40	23.84351169	45.14729009	46.34536766	37.83911635	43.68244059	37.28667333	57.05112435	28.59659954
APOE	0.1848737	0.297723762	1.283057296	6.457617479	0.120228995	0.670274874	0.111448639	0.240508143
APOC4	0	0.184786317	0	0	0	0	0.207516356	0
APOC2	0	0	0	0.343665763	0	0	0	0
CLPTM1	100.7775057	107.3478433	101.1737926	118.2048956	123.3653567	95.8773786	114.2446379	92.72347815
RELB	19.93189911	26.79141821	25.05113102	23.3499467	29.16006968	19.70672425	37.33647769	17.45331382
CLASRP	17.37895589	22.20239671	17.1280682	11.6564461	16.62068241	10.86484619	40.44303234	14.62925122
ZNF296	26.89824516	55.5130611	55.71020228	60.02588856	43.85448177	54.48407897	116.6133922	48.10486974
GEMIN7	24.06584759	27.55072115	25.45394624	28.16307401	27.60676636	24.137786	44.10055593	16.31837915
LOC112442332	0.915194316	2.57922796	2.309678533	2.647001558	3.372679427	2.634971777	2.758563295	0.520890005
PPP1R37	34.77354797	35.86481059	22.91367465	28.47433464	25.77942518	29.29231928	48.92661616	29.08158892
NKPD1	0.508987998	0.161009153	0.493169487	0.291192066	0.165505194	0.104674805	1.298576368	0.070945592
TRAPPC6A	2.765484933	12.40641297	11.15435671	6.987758962	8.928163778	9.605212852	15.36146395	10.74494135
BLOC1S3	33.85267971	38.94066664	30.59041686	39.56189511	27.98298005	19.99314363	51.01908856	31.75964428
LOC112442335	0	0	0	0	0	0	0	0
LOC508455	0	0	0	0.084522041	0.041177055	0.081021697	0.286274125	0.154446163
EXOC3L2	4.043189462	0.503444948	4.707427303	5.077313881	2.561640905	3.666951758	0.395760596	0.335522944
MARK4_1	22.26899237	19.80311938	17.90999217	19.80430958	23.99112302	16.24416602	26.00087327	22.14567942
LOC112442460	0	0	0	0	0	0	0.857217099	0
CKM	0	0	0.530252043	0.172599503	0.084086223	0.082725786	0.058459037	0.410005836
KLC3	0	0.052727923	0	0.021853504	0.170343813	0	0	0.063892254
ERCC2	8.105065833	18.21800821	14.66651104	10.68133289	11.21483198	10.85685224	26.16625318	19.65248385
PPP1R13L	2.508895837	5.826812689	3.728381576	4.262523265	3.425035364	2.348122051	6.16856368	1.385810184
CD3EAP	0.787123926	1.816890191	1.423634628	2.836975982	2.525327205	1.678695782	2.277634257	3.353583092
ERCC1	23.91894314	24.60966416	41.03468625	23.94705054	36.00744636	45.53277824	34.9799478	18.97988218
LOC112442337	0	0	0	0	0.101641975	0	0	0
LOC112442336	0.104643091	0	0.066022018	0.023281346	0.090736784	0.290123427	0.063082689	0.612601038
LOC112442339	0	0	0.016545332	0	0	0.067113112	0	0.140726488
LOC112442338	0	0	0	0	0.061249435	0	0	0.137839974
FOSB	3.215024934	6.860228621	2.298900847	6.88466185	9.443575757	7.542336697	5.184510598	10.24719694
RTN2	6.97359002	16.12241366	10.76621963	13.01150796	9.207704158	10.00516675	16.43356613	2.860825577
PPM1N	0.547995876	2.559255548	0.968085141	1.20700763	1.247324398	1.332327607	2.477639912	1.523835429
VASP	813.0074281	1485.33311	1198.515502	1556.816567	1458.45716	987.5947034	874.6406929	728.2261038
OPA3	4.444683922	3.152838212	2.136583168	4.909024297	2.167884939	2.302081256	4.736828756	1.83276113
GPR4	2.463757998	5.185033667	3.903784912	3.326244447	4.15130177	4.334917942	6.506379518	29.58419443
EML2	16.10550498	21.30308961	17.07884775	12.86318223	18.02485142	10.26087159	27.40274733	29.88341939
MIR330	0	0	0	0	0	0	0	0
GIPR	0	0.087143827	0	0.036117447	0	0.069243402	0.391452567	0.131994
SNRPD2	87.51545644	159.9735437	256.3502581	164.0377408	247.4951521	203.3563866	177.0652815	121.6650227
QPCTL	17.68712493	23.51209256	25.10101725	21.93735739	28.9222356	22.84066517	28.79700204	23.41740285
FBXO46	12.2425983	10.74609567	8.529339841	8.741583323	8.925301136	6.967978206	14.15098264	9.671092983
BHMG1	0	0	0	0	0	0	0	0
SIX5	0	0	0.133932353	0.04722857	0	0	0.191954439	0.051780137
DMPK	0.034026849	0.383581929	0.042936828	0.045422446	0.265544348	0.043541348	0.553841037	0.0995999
DMWD	5.625078014	8.558727279	7.512831732	7.947750308	7.957684544	8.716995083	18.89273147	3.866815795
RSPH6A	0	0	0.050791542	0.107463738	0	0	0.436772522	0
SYMPK	57.99323272	44.14004818	37.34822394	37.6479853	38.8254026	30.61011992	67.16581571	26.26189804
FOXA3	0	0.07416061	0	0.081963868	0	0	0.222087723	0
IRF2BP1	48.87754098	51.92208272	58.30925684	53.91347395	55.92224789	58.79394792	68.58146777	40.90512466
MYPOP	2.978077482	6.587204058	5.591561247	5.388392263	4.643495827	4.56836838	8.565500035	3.623382369
NANOS2	0	0	0	0	0	0	0	0
NOVA2	0	0.447128935	0.233566944	0	0.080250172	0.236855398	0	0
LOC112442342	0	0	0	0	0	0	0	0
CCDC61	15.41349704	30.84337548	23.17255839	18.06296218	23.38902142	16.4036023	44.66513786	18.51327717
MIR769	0	1.372698354	0	0	0	0	2.312325115	0
PGLYRP1	0	0.357181715	0.093290587	0.197382377	0.096159828	0.094604051	0.66852937	24.95868
TRNAW-CCA_37	0	0	0	0	0	0	0	0
IGFL1	0	0	0	0	0	0	0	0
HIF3A	0.034941108	0	0.022045244	0.023321445	0	0	0	0
PPP5C	30.1533439	60.9627942	53.80223252	43.04042722	51.00469966	38.13383656	69.00789081	30.40291491
PNMA8A	0	0	0	0	0.017623735	0	0	0.277631729
CCDC8	0	0	0	0.051328397	0	0.024601357	0	0.637784199
PNMA8B	0	0	0	0	0	0	0	0
TRNAA-AGC_8	0	0	0	0	0	0	0	0
CALM3	110.4243366	84.54757293	143.469958	126.1751631	107.7502366	138.8000012	106.2581705	73.96462439
PTGIR	0.032023374	0	0.030306555	0.06412201	0.031238662	0.112688582	0.275094295	0.109358123
GNG8	0	0	0	0	0	0	0	0
DACT3	0	0.087697443	0.022905277	0.048462531	0	0.139366598	0.393939425	0.212532071
PRKD2	161.9267376	137.5785787	132.6674554	143.9599824	121.0184073	118.2817277	189.1580726	75.59753645
MIR2897	0	0	0	0	0	0	0	0
STRN4	38.13228428	73.21660911	58.20418601	67.84635577	58.48391559	41.90057746	56.77693921	24.51830365
FKRP	5.075470747	7.890380309	2.901043773	6.624312934	3.496816282	3.231254438	10.13329561	5.503731281
SLC1A5	13.1631956	30.52205745	23.20514334	23.16250002	30.94571395	22.76622523	19.70022904	97.90454789
AP2S1	44.94920056	78.57935467	104.2361948	91.508534	94.93878633	120.1256269	99.63551994	73.353569
ARHGAP35	31.69947647	11.54955492	8.109576611	10.89015856	7.85703638	5.754569851	15.82988806	16.24904866
NPAS1	0	0	0	0	0	0	0	0
TMEM160	26.95558885	46.9226674	91.52308149	68.32613823	77.71988818	105.8710882	58.33026579	64.53515113
ZC3H4	65.24886693	43.50136211	34.95155358	46.12462413	36.00773352	27.42145974	58.42687735	41.28175689
LOC104974899	1.269909692	2.045084246	0.200304672	0.423800659	0.309697848	0.101562408	3.444966368	0.929287334
SAE1	48.84394663	46.6385965	62.78527181	57.05958158	57.93857264	58.75269912	76.56547855	29.61575372
BBC3	6.934399597	26.49257907	22.17798821	19.47360174	20.17349262	18.6199349	23.21406246	19.2000056
CCDC9	36.72178018	44.23730752	53.9092033	42.4487477	54.56244188	41.93221509	76.35396367	24.82115605
INAFM1	15.55050863	27.74349915	37.51347242	25.16783526	38.79943056	19.89870136	33.63761124	18.69306167
C5AR1	376.4777368	515.912323	328.9509622	668.7359817	519.7473396	369.8036149	229.0406721	1859.457909
C5AR2	141.3175393	151.3363125	71.39145799	146.1934985	123.7841325	114.3428687	60.63280697	393.4651128
DHX34	20.37078433	14.54832965	9.239957532	22.250332	19.98331972	25.61906655	16.4759449	39.00663766
MEIS3	0	0	0	0	0	0	0	0.642151068
SLC8A2	0	0	0	0	0	0	0.025620735	0
KPTN	10.2331683	4.336754977	10.0432408	8.30799309	12.76503274	13.17111643	11.74260992	4.758691288
NAPA	32.06586426	47.09135659	59.61701413	47.67425548	50.81344096	44.6082245	60.6515903	94.43397401
ZNF541	0.070538273	0	0.055630513	0.047080776	0.03440489	0	0	0.086030164
TRNAQ-CUG_13	0	0	0	0	0	0	0	0
BICRA	51.74529012	46.29972842	39.22924097	44.56652664	43.14299655	26.45383563	53.89955739	31.5548965
EHD2	0.901784323	0.349615468	0.590031477	0.624188458	0.130323955	0.726554127	0.362419083	0.456228981
NOP53	510.995394	463.2352671	711.1278197	604.5212599	546.5540784	759.3279122	618.8566814	265.4405343
LOC112442436	0	5.197535132	1.163588049	1.230948277	3.598125913	0	3.335353802	4.048735951
TRNAM-CAU_13	0	0	0	0	0	0	0	0
SELENOW	56.87889906	178.1086805	258.9799008	158.8856395	195.1569193	91.9225222	216.3044479	181.4433519
LOC101902766	0	0	0	0	0	0	0	0
CRX	0	0	0	0	0	0	0	0
SULT2A1	0	0	0	0.394190132	0.096019857	0	0	0
LOC112442344	0	0	0	0	0	0	0	0
LOC514658	0	0	0	0.135607722	0	0	0	0
LOC112442345	0	0	0	0	0	0	0	0
LOC100847317	0	0	0	0	0	0	0	0
ELSPBP1	0	0	0	0	0	0	0	0
CABP5	0	0	0	0	0	0	0	0
LIG1	16.72466985	18.14526451	22.14897326	21.80023896	18.55725093	21.43592067	33.78206313	12.78174284
ZSWIM9	2.349097653	3.272318321	2.62332785	2.712476344	2.535964921	2.134221818	4.906863137	1.9023704
LOC510613	1.636032849	1.525349869	0.597598276	0.977026009	0.989297966	0.863108039	1.323665452	0.308053229
BOSTAUV1R403	0	0	0	0	0	0	0	0
BOSTAUV1R404	0	0	0	0	0	0	0	0
LOC112442347	261.7980312	443.6932328	733.886055	509.8571323	573.8680452	667.6190501	367.6545461	232.1395441
ZNF114	0	0	0	0	0	0	0	0.249041522
CCDC114	2.808392658	5.920603825	3.865935627	3.220666332	7.936465328	2.695251076	2.885798815	1.096058506
LOC112442350	0.464229001	0.467251442	0.292894017	0.15492484	0	0.148508876	0	0.113236958
EMP3	162.0842327	265.255109	411.307274	263.1614345	497.0323119	250.7162245	283.6260445	306.8042132
TMEM143	8.184268008	12.18987127	8.18695103	5.91544751	9.183343936	9.251817399	20.51479632	4.944317547
LOC112442349	0.502148696	0.619979438	0.168969882	0.312815239	0.087083355	0.192767462	0.393527718	5.193428074
SYNGR4	0	0	0.075557666	0.119897559	0.194703783	0.153242925	0.108290708	0.233693273
KDELR1	51.14879386	65.20137392	75.73228438	71.3377654	88.42938351	84.32114199	67.39511562	86.52504903
GRIN2D	0.081407734	0.114712854	0.141246142	0.054335598	0.066177409	0.013021344	0.147226693	0.029786046
LOC112442351	0	0	0	0	0	0	0	0
GRWD1	22.78010201	34.38758436	26.02853425	27.90291195	31.45252217	27.51614388	50.93164276	19.10015721
KCNJ14	0	0	0	0	0	0	0	0
CYTH2	20.32076962	40.47315304	32.85577862	30.37529732	43.4740083	26.90820064	48.62506589	36.92011386
LMTK3	1.304711062	1.307369134	1.088421292	0.957912444	1.583854196	0.779114453	1.612381626	0.014144505
SULT2B1	0	0	0	0	0	0	0.070124029	0.226993351
FAM83E	0	0	0	0	0	0	0	0
SPACA4	0	0	0.073475709	0	0	0	0	0
RPL18	1389.26111	2054.812149	3729.161613	2540.009181	3062.287916	3883.120569	2245.743323	2182.566211
SPHK2	14.64657164	20.58613845	19.63503774	19.82106159	23.77418401	19.47103248	29.77269655	16.44466692
DBP	22.33194318	38.85030606	38.78402112	20.24004177	33.02103966	21.31945589	49.10274629	19.15161051
CA11	1.21720844	2.141714477	2.133244756	1.233683718	1.377948961	1.067217787	1.712148285	0.131958801
SEC1	0.173095626	0.139378075	0.054605241	0.115532688	0.018761559	0.018458014	0.026087096	0
NTN5	0	0	0	0	0	0	0	0
FUT2	0	0	0	0	0	0	0.019116763	0
MAMSTR	0	0	0	0	0.054517059	0	0.075803495	0
RASIP1	0	0.152617039	0	0.084337783	0	0	0.057130009	0.184931363
IZUMO1	0	0	0	0	0	0	0	0
FUT1	0	0.041365182	0.032411923	0	0.066817566	0	0	0
FGF21	0	0	0	0	0	0	0	0
BCAT2	7.14803614	12.16225712	9.959318012	11.95579167	11.89816524	10.07231552	16.38996216	2.926728868
LOC101903281	0.211276894	0.102073175	0.119970024	0.282033556	0.164879754	0.162212153	0.019104818	0
HSD17B14	0	0	0	0	0.064044312	0.12601627	0	0
PLEKHA4	0.180231053	0.261222448	0	0.288708551	0.140651688	0.184501433	0.22816475	0.316532306
PPP1R15A	26.29771321	29.1158218	24.72624604	30.85918944	26.5972579	29.17149356	40.4566063	64.52152251
TULP2	1.763340041	1.724111405	0.662224159	0.784627627	1.474397621	0.29548103	2.61955043	0.266266207
NUCB1	123.2980423	139.907753	186.544944	150.0722792	172.5217852	148.5441157	161.1391269	113.5920227
LOC112442352	7.766254471	3.262671854	0.724337434	0.946568082	1.097963411	1.685111038	4.763204996	0.164728863
DHDH	1.898277334	0.332284589	0.312436173	0.220348756	0.912462091	0.105611683	0.373157972	0
BAX	18.17072312	73.89692807	80.68599215	63.17332625	90.12312731	57.76102888	109.4011173	67.83086346
FTL	246.7578007	839.2686537	664.4510431	660.0236821	805.4010189	694.3987875	589.6289051	1617.499811
GYS1	55.51938842	100.0347658	46.39312845	79.36313336	79.53317467	59.70140282	64.94521451	338.1606499
RUVBL2	12.22619616	21.62120805	21.74041586	17.73476185	19.27179417	18.6497103	24.65006068	17.90608547
LHB	0	0.114982007	0.090094804	0	0.108343382	0.060908849	0.129125616	0
NTF4	0	0	0	0	0	0	0	0
KCNA7	0	0	0	0	0	0	0	0
SNRNP70	117.6398244	195.0212162	156.2057589	121.2322558	158.7021795	102.0588501	366.8354358	54.99565789
LOC101903913	5.862451043	4.171600778	0.860179337	2.547930573	1.950596933	0.43614502	5.670998063	1.130695375
LIN7B	0.727125711	7.61134177	6.135945939	4.610541037	7.447733744	3.838076174	19.31426877	1.862321794
C18H19orf73	0	0	0	0	0	0	0	0
PPFIA3	0.127730567	0.051424871	0	0.05328361	0	0	0.014437625	0.070102464
LOC104974905	0	0	0	0	0	0	0	0
LOC112442353	0	0	0	0	0	0	0	0
LOC101903620	0	0	0	0	0	0	0	0
TRPM4	0.583513154	0.450272698	0.184076729	0.486832372	0.316230306	0.513338088	1.077274508	0.071166659
HRC	0	0	0	0	0	0	0	0
LOC785907	0.025882632	0	0	0.13820292	0.033664528	0.033119867	0	0
LOC785933	0	0.086276992	0	0	0	0	0.161482798	0
SLC6A16	0.064980164	0.052322583	0.020498829	0.108427539	0	0	0.235034541	0.031700545
CD37	429.2468264	498.5374395	546.309099	507.6611996	546.2364224	622.0685702	616.8142181	597.1519363
TEAD2	0.373262324	0.563538768	0.0883128	0.062283491	0.303429815	0.05970412	0.506286456	0.318667759
MIR2330	0	0	0	0	0	0	0	0
DKKL1	0.472885952	0.634619674	0.447533865	0.315627763	0.461298194	0.705965272	0.78395068	0.076899068
CCDC155	0.138729022	0.111705793	0.10211566	0.216054291	0.030073235	0	0	0.067678893
PTH2	0	0	0	0	0	0.031427786	0	0
LOC112442461	0	0	0	0	0	0	0	0
GFY	0	0	0	0	0	0	0	0
SLC17A7	0	0	0	0.096065492	0	0.023021773	0.130148605	0
PIH1D1	53.46087098	80.63025705	74.64495178	67.58400138	78.97457282	71.12771723	106.6090836	50.08907382
ALDH16A1	30.49265329	52.40196159	52.92256315	44.96497451	55.18192875	45.54427961	74.5948912	34.06716833
FLT3LG	32.92848049	68.53368484	93.53457778	58.43312339	76.62628531	41.76945772	86.73802935	23.88668493
RPL13A	3810.754637	3299.933116	6174.013912	4530.721381	4820.354179	6789.375007	3854.023854	2385.228285
LOC112442484	3.622644166	22.36354402	3.047492509	4.029890192	9.423663104	5.408198245	29.48214521	6.48011971
LOC112442483	0	2.882666544	0.752909914	0	0.776066373	0	1.079085053	2.32868473
LOC112442485	0	14.95467855	1.802742048	4.76775741	2.787280636	0.914061675	5.167449552	1.393931
LOC112442425	12.53679105	4.588514161	10.78606899	2.28209512	15.5649267	1.458390538	20.61173698	2.780030928
RPS11	2757.672062	3571.962985	5635.641429	4491.651465	4841.28464	6292.223453	4281.428639	3058.795884
LOC112442424	12.82499314	3.755197796	1.47120328	5.447299846	5.307580369	2.983833514	11.59706351	4.550303496
MIR150	0	0	0	0	0	0	0	0
FCGRT	68.40320841	91.22308714	105.2372806	90.74615993	132.8708727	96.04067571	116.9503477	161.8698951
RCN3	4.298576553	6.872698894	15.37497135	8.462769404	12.8914562	6.727270988	12.58384247	5.174756349
NOSIP	39.77314877	53.27542176	62.55062923	53.48275477	64.06773999	57.64299091	70.49756237	48.32523305
PRRG2	1.15998263	5.396605728	5.692266822	3.053909162	5.448242328	3.46344589	8.974093615	2.860923823
PRR12	59.25154785	38.38843813	34.33626616	38.21957939	35.31730705	26.59210155	60.031391	30.05926221
RRAS	4.292308901	25.64867003	24.6582189	20.1297054	31.5871113	14.30944213	35.64705803	13.50079608
SCAF1	66.47958838	59.19061381	59.50006505	62.50310056	59.88042677	51.82780467	80.58089135	57.92118241
IRF3	95.03871238	155.7111688	120.9169431	137.6785431	113.2154502	117.0853958	156.9469261	92.21772049
BCL2L12	18.0803872	39.72738333	27.84174425	23.16395492	22.56981549	30.83163169	47.45447677	11.02563625
LOC101905357	0	0.154396129	0.786356763	0.12798139	0.436445645	0.061340623	0.433469894	0.187087147
PRMT1	90.49828189	121.9596849	167.1615549	112.7640804	142.8332875	120.914604	190.3132639	60.50596428
ADM5	15.31511089	33.91260951	45.17671572	23.72436087	32.92707525	29.0305988	53.53477736	31.58647647
