gene	HZ_Blood_10	HZ_Blood_1	HZ_Blood_2	HZ_Blood_3	HZ_Blood_4	HZ_Blood_5	HZ_Blood_6	HZ_Blood_7	HZ_Blood_8	HZ_Blood_9
LOC101902983	1.558682999	0.16544075	0.467202842	0.286886401	0.091579311	1.339126862	0.982373786	0.165807688	0	0.862598908
LOC101902939	0.62231862	0.054043978	0.286161741	0.187432449	0	0.151424345	0	0.649966136	0	0
LGALSL	115.6761072	34.57473805	111.2440658	29.73184866	17.92297747	43.51831231	22.42087857	83.07820605	14.83448594	10.62046026
LOC112448802	0.190631198	0.091052355	0	0	0.302410813	0	0	0	0	0
AFTPH	53.31408662	47.25232495	45.91686809	41.39573222	39.21828116	38.0160416	26.88973548	72.56302297	34.21977922	41.55396099
LOC104973398	3.776009537	0.934217471	2.858071416	0.225000229	0.517133732	1.890458833	0	2.808868524	0.16681769	0.284139225
LOC101903182	0	0.101047246	0	0.438058346	0	0.47186919	0	0	0	0.079028211
SERTAD2	40.01330696	17.79499703	29.56578207	10.39068838	9.920592389	20.36570819	14.12752143	41.60164463	13.60141904	10.7332483
LOC112448803	0.161195498	0	0	0	0	0	0	0	0	0
LOC101905979	5054.10963	3229.323523	4444.667272	3069.410077	2410.592193	4277.179969	2276.980067	3007.741843	2650.908195	3210.08628
SLC1A4	28.38611632	17.15801833	21.33205706	27.68888445	23.1272984	18.51330281	27.8006528	35.20649903	22.05593165	20.35039724
CEP68	9.53798927	4.298390625	7.618685813	6.465143889	5.303299236	6.097161511	5.572030739	3.24611189	5.281651171	5.208322748
RAB1A	75.57242038	65.93243603	77.88370509	57.5204002	48.73776669	53.58704579	63.02347402	75.2527603	74.0669468	52.37706723
LOC112448804	0	0	0.192013289	0	0	0	0	0.726874106	0	0
ACTR2	360.1010159	339.0311766	227.2733787	332.3136094	249.7236161	247.4484433	310.2063215	343.1400645	264.9793618	232.1700325
SPRED2	5.598274498	3.946154082	4.550065369	1.836227767	2.188600627	2.789057601	2.873779133	4.703131946	3.330042755	2.752605204
TRNAV-UAC_5	0	0	0	0	0	0	0	0	0	0
LOC112448937	0	0	0	0	0	0	0	0	0	0
LOC112448878	0	0	0	0	0	0	0	0	0	0
LOC104973403	0	0	0	0	0	0	0	0	0	0
MEIS1	24.90369277	8.368054298	12.55025774	2.716030481	1.600626269	17.7790291	0.918179781	11.06506157	0.965608193	3.649206183
LOC112448805	0.330802959	0.079001729	0	0	0	0	0	0	0	0
LOC101904757	0	0	0	0	0	0	0	0	0	0
LOC100139826	0	0	0	0	0	0	0	0	0	0
ETAA1	19.9129215	10.31195346	16.82193325	11.88941753	11.4041668	12.3767655	10.94351018	11.34631822	7.555669134	10.27844889
C1D	5.950068308	6.243011303	4.88448489	4.887785837	3.546066726	3.611557659	6.183840395	4.902761801	5.148418567	4.51823359
LOC112448806	0.250305474	0.079703298	0	0	0	0	0	0	0.585551178	0
WDR92	9.512013245	7.775566461	8.569409071	9.524613029	9.083748435	8.782012754	7.342465191	7.97404038	13.2847121	8.874317944
PNO1	12.93545486	9.698715685	15.52047041	14.70042661	13.83931473	13.62083197	13.62591395	12.31228733	12.00744001	10.39464975
PPP3R1	201.0309116	176.301611	154.847188	128.1605584	149.8605593	141.5874644	201.4405649	187.2742301	151.017983	129.4707625
LOC112448807	0.41475166	0.113200225	0.614377657	0.453937961	0.070494412	0.436112346	0	0.170176944	0.337854128	0.298798725
LOC112448808	0.071818469	0.137212394	0.169525247	0	0.018988394	0.213584253	0	0	0	0.035770891
CNRIP1	0.331908974	0.887777693	0.738691549	0.384867916	0.921425831	0.977208587	1.594755254	1.557056776	1.426726917	1.165471685
PLEK	162.0159612	127.8503362	171.4892636	68.1918594	64.67917247	86.84129954	71.02381342	107.7338729	94.07078576	79.71466577
FBXO48	1.04580025	1.748292087	1.481147234	1.212666707	1.057626367	1.049676812	1.308556754	1.376704758	1.376150018	0.839928039
APLF	2.378171378	0.955598973	1.833011927	1.532016194	0.733570784	1.734459515	0.869088981	1.897366707	1.159034658	1.861364419
PROKR1	0.25397416	0.264670353	0.093428267	0.114739453	0	0.02059924	0	0.3536765	0	0.155247363
LOC112448809	0.541875171	0.142796789	0.075610603	1.1142905	0.192671709	0.533464559	1.982626599	0.661899956	0.393403551	0.293160479
ARHGAP25	174.0316196	176.0268623	181.808956	124.5118279	144.2285199	166.7616748	120.400153	179.2284071	166.3614265	138.0644066
BMP10	0	0	0	0	0.109105078	0	0	0	0	0
LOC509961	0	0	0	0	0	0	0	0	0	0
LOC104973410	0	0	0	0	0	0	0	0	0	0
GKN2	0	0	0	0	0	0	0	0	0	0
GKN1	0	0	0	0	0	0	0	0	0	0
ANTXR1	0.172874029	0	0	0	0.068560362	0	0	0	0	0
GFPT1	11.4078227	7.572623169	7.151733797	7.365769524	6.466037675	7.384531025	12.59448661	9.223694884	7.085650216	5.542998658
NFU1	35.51586056	23.34522675	28.31538693	40.48233624	30.38397551	30.47956444	35.21277013	27.28301279	26.0378996	22.87001747
AAK1	8.093893542	7.24723257	6.371969982	6.109071631	4.971273079	3.843900601	6.72691116	3.467257417	5.244852522	5.044053832
ANXA4	5.854697023	5.965685454	8.204152387	7.327663236	9.081298003	1.779847645	12.84979435	12.37303652	3.00554703	8.035394653
GMCL1	27.24360418	32.28953994	28.42169525	31.76970168	26.77418851	25.6612148	48.99075795	32.49333242	21.29565973	25.08147224
SNRNP27	41.80221032	28.02280364	29.25208908	24.64389602	28.50321271	35.05193176	31.67138841	23.67160618	21.32259779	38.74506761
MXD1	330.9502881	339.5627523	299.8610753	82.14984482	145.6187846	150.6074062	98.45617186	232.877314	280.8729678	146.2276729
ASPRV1	9.149867416	16.39455939	16.06088824	2.253047976	9.728997615	8.1633636	9.654093334	8.097082362	9.632118721	3.953772936
LOC101905499	7.201410895	6.73249411	10.41688922	2.200360274	3.256557102	4.720794872	2.615318093	3.384223194	6.067085025	4.29763881
PCBP1	665.7089737	680.0906713	572.4632625	573.5509223	663.1741927	692.6054353	714.9082327	539.7202969	692.7585871	584.5625634
LOC107132938	0.532235282	0.262980849	0.48272575	0.425626218	0.305702015	0.09824518	0	0.404131658	0.305903921	0.274233516
C11H2orf42	6.99794919	6.052215648	5.506146603	7.65656936	6.030339758	5.369886878	2.306154012	8.684892333	6.669514452	7.874635685
TIA1	31.82896399	21.51152256	27.5213297	27.6420203	19.42394162	24.78056366	17.23802749	23.52457831	15.94379946	20.10047699
TRNAG-CCC_69	0	0	0	0	0	0	0	0	0	0
PCYOX1	12.43337977	9.869838899	7.484779637	9.717853114	7.153382086	7.616576525	14.72461491	7.209226653	4.416665198	6.508918135
SNRPG	34.60577069	23.75036141	23.79199149	26.34347506	23.89547509	12.98935954	26.00829247	23.26693378	20.82819749	13.13634581
EHD3	320.0890961	122.5647594	187.7372296	69.55849362	79.97233966	178.8512002	48.46479169	225.4798699	52.21080836	41.07877132
CAPN14	3.655768883	1.700176722	6.374672684	1.653399926	3.243078109	2.317465294	0.866705303	3.891447918	3.544624259	2.839076565
GALNT14	0	0.219575797	0.387549758	0.507680726	0	0.034179079	0	0	0	0.830020631
CAPN13	0	0	0	0	0	0.031483264	0	0	0	0.092273785
LCLAT1	7.672051361	6.594376325	5.790704755	10.06235045	7.088269036	8.04921305	15.66731024	8.490277638	10.11800089	7.174412612
LOC112448810	0	0.020337015	0	0	0	0	0	0	0	0
LOC112448811	0.887896514	0.525065654	0.769904781	1.680927456	0.234754778	0.641277965	1.6505986	0	0.07418205	0.505414751
LBH	184.8637911	158.0729838	136.2201727	221.6771774	204.2309574	185.0517268	227.0022936	140.9680738	185.4215322	212.9481155
YPEL5	78.89123341	80.247892	79.12396681	63.62917704	50.25699424	69.1441741	42.64685222	87.98605332	52.84593104	56.55251335
ALK	0.02210774	0.042237825	0.078276942	0.155642412	0.070141926	0	0	0.042331506	0.029091183	0.099101556
CLIP4	9.971254968	12.32868624	6.241253412	11.39376515	10.46160852	8.077980614	11.98414047	8.668377992	9.083767657	12.18350837
C11H2orf71	0	0	0.029023438	0	0	0	0	0	0	0
TOGARAM2	1.497608922	1.047421418	1.000998832	0.177200546	0.318181551	1.527019929	0	0.05120705	0.633431907	0.359639819
TRNAS-GGA_22	3.603713053	0	2.430414787	0	0	0	0	0	0	0
WDR43	24.61616964	17.24282585	20.92728361	21.64833944	22.19952403	16.918318	33.57336713	19.1984914	14.58917942	16.70531639
LOC112448920	0	0	0	0	0	0	0	0	0	0
LOC112448919	0	2.147901707	0	1.862309586	1.783448384	0	0	0	0	6.719424313
LOC112448921	0	0.985507842	12.52378443	0	0	0	0	0	0	0
TRMT61B	4.610379578	4.048275709	3.580441114	2.545716874	2.918111775	4.611888581	1.538329035	1.560482513	4.657277538	1.9135907
SPDYA	1.502602675	1.288174794	1.831887771	0.414846643	0.73343923	1.168726273	3.008208696	0.774619132	1.013973453	1.352889364
PPP1CB	187.7994464	132.1138343	112.1036238	145.5664676	118.7752871	117.258352	143.7571562	166.0629813	97.1958415	98.56970376
PLB1	1.720506886	0.035345218	0.449165264	0.536298014	0.469566157	0.264087466	0	0.495930561	0.097375678	0.345540016
FOSL2	99.51538045	103.4087254	130.4669495	37.03853007	64.40460079	63.52160478	47.67365252	84.29097333	97.42229604	65.94296764
LOC112448813	0.401328837	0	0.101499016	0	0	0.179029546	0	0	0	0
BABAM2	31.22476744	28.12542798	27.20873614	21.69675164	24.99417137	24.87646412	34.28280004	44.70434054	29.23497094	28.8929148
RBKS	10.7513074	12.2603217	8.157254227	8.29262912	9.167334683	3.896807862	17.69012307	11.06519616	7.95794338	6.074514049
MRPL33	37.77731637	30.4781499	35.04842574	23.66962228	23.9093549	24.9726236	0	25.67342057	39.32195088	39.77659214
SLC4A1AP	16.54876378	13.3114743	12.18467638	14.78915514	14.89655832	15.23097662	19.48385496	14.68857393	12.13612217	13.41535144
LOC101905151	0.291976751	0.092972438	0.246143562	0.174656115	0	0.622298225	0	0.077648871	0.04268967	0.024237657
SUPT7L	18.42631297	14.22614553	14.95071751	14.65123903	15.61977919	15.36054215	14.15041688	14.2215112	14.78851145	14.16183841
GPN1	16.62751576	16.82927049	14.78502329	18.36245659	14.15687639	13.56913292	17.40368668	18.2879392	16.49671483	12.8416086
CCDC121	0.773659926	0.560663117	1.781219721	1.016423303	1.333110033	1.35669211	1.896025885	0.766236318	1.310587167	0.956705378
ZNF512	31.79869788	31.23680277	31.18142429	32.32608137	24.13074356	34.12916091	32.30630623	27.85690573	32.48263717	26.82258072
C11H2orf16	0	0	0.07726691	0.025304442	0.024232902	0	0	0.029249703	0	0.199721588
GCKR	0	0	0	0	0	0	0	0.069083694	0	0
FNDC4	0.724286085	1.779146901	4.867282002	1.456886437	1.682438918	2.215530243	0	1.040137548	1.134613363	3.401336909
IFT172	4.457740359	3.735669752	4.363060643	2.252611943	3.306040031	3.115652934	8.006177203	1.818052338	3.811751188	2.693195577
KRTCAP3	14.0194605	9.256513706	17.24146916	4.269009042	7.086272185	11.34298093	3.164410193	2.368607	9.585704526	3.902110828
NRBP1	359.0489708	253.7549637	249.9613793	286.3036979	250.5777085	297.8739032	324.7627506	273.3982218	234.8655789	268.7210277
PPM1G	68.47729654	61.68882305	57.27119975	82.72891837	71.99670914	62.37629102	104.8322308	69.13624264	70.94839346	71.2806346
ZNF513	23.54229783	20.00648652	30.44647836	11.98021836	20.31660273	34.44665356	11.95258673	6.743724388	21.47869884	21.55670983
SNX17	135.3392378	130.0256009	136.3140744	162.9554748	174.6630598	138.0203408	188.3236814	125.4730081	138.228443	176.3272932
EIF2B4	36.77457978	29.76914794	48.89654459	33.24746981	27.59627683	43.18996149	22.24408034	19.34092917	34.68925461	25.23869092
GTF3C2	24.66064461	14.11725719	17.60995329	14.23765715	17.92077973	24.21818855	15.10158918	12.5861498	23.68568742	15.07806303
MPV17	26.65651414	22.28793121	27.13754917	19.41780894	19.26605648	26.24623773	13.08772044	16.02463103	20.07215625	19.99957188
UCN	0.987503952	0.880446195	2.33097214	1.472231226	0.417744667	2.466898116	2.833673757	0.378170987	2.598877906	1.672289159
TRIM54	0	0	0	0	0	0	0	0	0	0
DNAJC5G	0	0	1.130912917	0	0.052159345	0	0.460776835	0	0.028843939	0
SLC30A3	0	0	0.912314451	0	0	0	0	0	0	0.024500519
CAD	33.21101564	22.64099668	39.96120207	33.16539311	27.97967383	40.91024554	39.31991379	21.33844501	30.68664141	25.18866163
ATRAID	92.44296297	85.81563506	92.66957209	101.8827816	104.1469417	104.4254039	153.0751082	94.392443	120.8265566	112.2308097
SLC5A6	7.921958237	4.763958317	7.820975583	5.71158948	6.5296049	6.833667389	1.671961659	6.510715205	8.268321217	5.276805052
TCF23	0.220051069	0	0.333915206	0.455646636	0.305446304	0.098163001	3.304064759	0.316012394	0	0.082201238
PREB	71.73546484	66.37197109	62.07220253	63.45789426	68.12305694	72.16146766	84.86300248	67.73647318	76.20717154	65.72888692
ABHD1	2.732560512	3.500227924	3.455423289	4.166456077	6.305222616	4.377221688	0.745988559	2.021554259	5.82943775	2.92309234
CGREF1	8.769035096	4.211295806	5.429254453	6.231104695	6.119274538	8.72138032	2.398305658	2.890218268	3.068664141	4.689827707
KHK	17.28203997	14.98043855	18.77805877	14.16248572	15.99245504	21.74126222	7.002102202	9.979928417	15.16075345	15.06352695
EMILIN1	1.090565278	2.91275097	1.891282167	2.212083467	1.871262848	0.913414197	2.406097108	2.407816597	1.542440633	1.28035731
OST4	166.6592384	145.7232844	133.1454177	165.8802591	205.3932681	165.1018245	147.3019385	119.782412	133.2655714	201.6374083
AGBL5	13.01788433	9.364175302	15.81899648	9.366174787	11.27103652	10.48089749	9.357124003	6.441825882	9.466218704	10.45230428
TRNAA-AGC_3	0	0	0	0	0	0	0	0	0	0
TRNAY-GUA_17	0	0	0	0	0	0	0	0	0	0
TMEM214	65.86519695	52.63791117	64.3868809	66.24855966	68.76976969	71.65607092	107.5542926	68.13904246	74.53350822	68.13496254
LOC101906001	2.254155672	1.41202135	2.355136453	0.459102869	0.820701911	1.582521602	1.775534505	0.919849532	1.167030888	1.214763182
MAPRE3	12.32561961	6.779155933	11.37740079	8.38700332	10.73107561	8.664081087	5.275818438	5.483031885	9.756923166	12.12310712
LOC112448909	0	0	0	0	0	0	0	0	0	0
DPYSL5	0	0.016756985	0	0	0	0	0	0	0	0.026210997
LOC112448879	0	0	0	0	0	0	1.427284343	0	0	0
CENPA	4.712270436	2.414213147	4.234437771	2.529297077	2.860691899	3.076825107	1.63381423	2.948848162	2.771304209	2.871540231
SLC35F6	16.65857995	22.06636365	15.54390059	19.5822677	19.84046871	16.5472415	13.43857678	18.47482407	16.38381696	14.43635609
KCNK3	0	0	0	0	0	0	0	0	0	0
CIB4	0	0	0.107378692	0.025118476	0.024054811	0	0	0	0	0.090630312
TRNAE-UUC_56	0	0	0	0	0	0	0	0	0	0
C11H2orf70	0	0	0.882061048	0	0	0	0	0	0	0.930602089
OTOF	0.084006084	0	0.024280865	0	0	0	0	0.06893715	0.073694745	0
LOC104975340	0	0	0	0	0	0	0	0	0	0
DRC1	0.218316226	0	1.104275598	0.06027392	0	0	0	0	0.287278454	0.326212716
SELENOI	3.54125597	2.579433701	3.358536335	3.180544627	1.931093783	1.974657034	3.89927454	2.701698587	2.727969065	1.909871707
MIR2284Y-1	0	0	0	0	0	0	0	0	0	0
LOC101906131	21.29280068	15.41288428	13.10628603	18.03332203	11.13252391	12.62905278	8.345513136	17.28463866	9.523767624	12.99532985
ADGRF3	0	0	0	0.013683134	0.026207418	0	0	0.031632991	0	0
HADHB	34.53181551	35.01557304	26.69310169	38.5452582	34.15717818	39.12656645	52.53540543	43.039571	41.5028731	35.69185735
HADHA	78.90790756	65.99625051	57.10545691	72.49125489	63.09357707	70.51998462	80.66448049	63.31848683	65.28190555	68.87024633
GAREM2	2.544538348	2.859678937	2.076608977	3.134728863	4.05352899	2.88066878	1.327050768	1.719612918	1.369338059	2.540060361
RAB10	108.5635043	102.7879918	76.90549662	121.0820203	91.42581446	83.14927813	101.1933316	125.949374	85.17014823	87.46760502
TRNAC-ACA_54	0	0	0	1.989865037	0	0	0	0	0	0
KIF3C	6.051012405	5.984562436	3.742692938	10.5138603	11.60763049	5.266583967	6.353328898	4.801417132	7.73162522	6.142357684
LOC783461	2.172508695	0.754668167	0.199797612	0.327162495	0.78327125	0.176207008	0.988490846	1.323598456	1.212809689	0.737774629
ASXL2	23.01459324	17.85667539	17.85550216	14.69543029	11.44587382	12.15040796	13.7248049	13.44905788	13.52151784	13.19653981
DTNB	25.79442114	30.992181	25.31102342	33.66107563	34.65016465	34.18652049	47.95179928	30.83083886	42.04737542	35.33068802
TRNAC-GCA_143	2.435843082	0	0	0	0	0	0	0	0	0
LOC100847382	0.790003162	0.4528009	1.198785672	5.038302419	3.133084999	1.198207657	0	3.0253679	1.73258527	3.954472011
LOC104973427	0.996647813	0.868063902	1.586492554	2.355045015	1.929808598	1.713004251	0	2.076748448	1.465761926	1.007408258
LOC112448893	0.091201613	0.91478497	0.830360122	0.793152132	0.83190494	0.28479011	1.415037753	0.349262441	0.72006352	0.817652257
DNMT3A	22.17840872	17.34568839	24.09556224	24.9874383	17.38430445	19.28217703	14.8706066	13.50016906	14.19099611	15.23590397
MIR1301	0	1.047102082	0	1.815751846	4.347155436	0	0	0	0	0
LOC112448814	1.519692265	0.510063778	0.415504167	0.27215016	0.488673211	0.403089006	0	0	0.180156408	0.736461494
POMC	1.675201414	4.246879864	6.322471383	2.027878623	0.613265131	5.403508963	0	0.740225945	2.147845605	4.573010118
EFR3B	0	0	0.882821053	0.087611669	0.041950837	0.070780378	0	0.126589203	0	0.197570528
DNAJC27	3.019971943	3.433556796	3.354978874	2.915637868	2.365998818	3.239856052	0.686200195	1.6141581	2.665538328	2.892986878
LOC107132952	3.407995703	5.008560035	2.917224326	1.737042125	5.51029568	1.871112985	0	0.125491718	3.909582547	3.623366698
ADCY3	17.08339583	7.927719767	12.07958359	8.44578256	9.856324231	11.57883616	3.800104148	5.430699099	15.00585431	10.78439696
CENPO	31.84115992	24.90207968	25.93382275	20.01118624	21.86689788	22.93982214	21.84266616	24.1051101	27.15194274	18.81068538
PTRHD1	22.85414246	19.22159063	21.86340554	28.3936266	26.00904329	12.07891554	17.53073113	24.85322589	18.08760124	20.22965493
NCOA1	22.56352802	26.24356722	18.95400242	26.3871489	23.05311526	23.50221097	33.42301628	30.17549816	20.26296525	25.63566981
ITSN2	50.46108303	36.32040266	35.60005296	42.82732249	43.42463612	36.13823609	35.28973868	48.03218941	26.93555168	36.9249311
FAM228A	0	0.324431319	0.687142833	0.112517543	0.431011538	0	0	0.130060355	0.536282784	2.638844405
FAM228B	0.40534831	1.419799434	6.287621613	0.783375219	5.572932701	3.013710004	1.217260222	1.164230559	1.896500117	6.662480039
PFN4	0.240907558	0.230132326	1.9496734	0	0.668793144	0	0	0	0	0.899922899
TP53I3	10.13310722	11.16908888	7.997993549	14.20321444	12.93934266	12.2197043	23.40746322	9.7546505	10.35458961	8.402480117
LOC104973431	0.183197112	1.050018801	0.494206906	0.151734138	0.62967154	0.871709322	0	0.584637599	0.10714037	0.501851154
SF3B6	159.1500971	152.1393565	161.5710385	207.5278331	158.8667395	117.0521866	188.4180443	176.5407163	163.6424561	156.5440174
FKBP1B	3.794437674	2.368912377	5.772959689	3.538705471	1.658880439	4.691489083	3.887951728	2.974859202	2.961746787	2.477716171
WDCP	7.872615439	5.750964285	4.919045846	5.931501692	5.11622971	4.662872142	9.767825798	6.397095346	6.021240323	4.658416431
MFSD2B	16.76115814	3.825344222	5.724799829	2.859920873	2.92901039	14.22665608	0	10.62911762	2.587365239	1.37943883
UBXN2A	69.65283562	14.12440096	28.00703243	13.25822491	13.2667952	29.36451347	11.07790208	38.37354702	7.580779363	6.993033324
LOC112448815	0	0	1.235899779	0	0.215338969	0.242216445	0	0	0	0.405661839
ATAD2B	16.54942565	13.58023396	12.86895887	11.85329676	8.808270008	8.180575767	9.11776864	11.25232921	9.256687268	10.43374884
LOC112448816	0.352524024	0.224504299	1.040152392	0.364975245	0.26796536	0.353830756	0	0.168751677	0.811790204	0.219478684
KLHL29	0.173863349	0.060395217	0.559634984	0.104729739	0.213126582	0.253829562	0	0.121058341	0.055462715	0.094469195
LOC112448817	0.109544473	0.261612013	0.498682859	0.090730885	0.304110811	0.439802127	0	0.629261406	1.249279473	0.081841833
LOC112448968	0	0	0	0	0	0	0	0	0	0
LOC112448894	0.116998467	0	0	0.242261754	0	0	0	0	0	0
LOC107132944	0	0	0	0	0	0	0	0	0	0
LOC107132945	0	0	0	0	0	0	0	0	0	0
LOC101908123	0	0	0	0	0	0	0	0	0	0
LOC112448818	0	0	0	0	0	0	0	0	0	0
MIR2285AF-1	0	0	0	0	0	0	0	0	0	0
TDRD15	0	0	0.170572992	0	0	0	0	0	0	0.035991972
LOC101902225	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_144	0	0	0	0	0	0	0	0	0	0
APOB	0	0	0	0	0	0	0	0	0	0
LDAH	5.874540585	4.140735389	3.303190568	5.609639849	3.913146747	2.913174598	4.253307342	5.091841755	2.82690303	4.314362074
GDF7	0	0	0	0	0	0	0	0	0	0
LOC112448819	0	0	0.278088212	0	0.436078288	0	0	0	0	0
HS1BP3	1.079930431	0.902674209	1.556797403	0.939181989	0.728094999	2.191954422	0.945883482	1.214851011	0.450002751	1.49263074
RHOB	549.6794164	701.6009795	839.6797545	276.440629	447.625397	645.508139	127.1650369	860.0633572	408.3063843	843.960301
PUM2	71.79514136	61.06821633	56.26672639	59.98387029	51.57355209	46.23247458	78.34078561	81.37508152	50.8984863	50.79955286
SDC1	0.072173128	0.068944993	0	0.059777839	0.228985965	0	0	0	0.126628454	0
LAPTM4A	140.2917787	183.5939336	133.0652096	161.6707329	145.1924568	110.5680997	143.8228243	193.7916828	189.5695798	160.3001438
MATN3	0.374585011	0	0.075788244	0.248201876	0.178268655	0	0.974894346	0	0.394327822	0.055971283
WDR35	1.12747514	1.039906302	0.983264683	0.64402637	0.817199692	0.763107984	1.381564417	0.818881447	1.313093	0.856871832
TTC32	3.529095489	1.319183726	2.095515111	0.698977089	3.590301603	1.984988136	0	0.954856929	0.471117675	2.92321412
LOC104973438	0	0	0	0	0	0	0	0	0	0
LOC112448820	0	0	0	0	0	0	0	0	0	0
OSR1	0	0	0	0	0.144603923	0	0	0	0.319861896	0.034051137
LOC112448880	0	0	5.16131722	0.528218719	0	0	0	0	0	0.238234135
LOC112448881	0	0	0	0	0	0	0	0	0	0.187183963
NT5C1B	0.399136782	0	6.662345495	0	0.664835788	0	5.154010166	0	0.560231487	4.65190914
LOC112448977	0	0	0	0	0	0	0	0	0	0
RDH14	20.13717005	26.95344212	13.91647719	31.61202146	19.87271057	22.56202527	29.35699034	25.33190225	24.54673145	17.27515546
LOC112448882	0	0	0	0	0	0	0	0	0	0
KCNS3	0	0	0	0	0	0	0	0	0	0
MSGN1	0	0	0	0	0	0	0	0	0	0
GEN1	5.524475007	2.025990376	4.239123119	3.697376491	1.912850139	2.929841046	1.694952354	2.980226366	1.695480167	1.916746257
SMC6	30.39277466	17.01566157	18.7903115	26.0565123	23.77127669	20.66551983	24.08428647	34.91732538	14.88330558	21.34056207
VSNL1	0.054840745	0	0	0.18168874	0	0	0	0.315024237	0	0
RAD51AP2	0	0	0	0	0	0	0	0	0	0
TRNAC-GCA_145	0	0	0	0	0	0	0	0	0	0
FAM49A	95.74076181	92.15367289	82.49858948	42.71914094	50.90320598	55.95815468	53.35881788	74.76605186	60.20877598	44.75230692
MYCN	0.581541595	0.497053694	0.371560795	0.126754056	0.534100773	0.709994312	0.765951022	0.087909905	0.241654825	0.182937206
MYCNOS	0	0	0	0	0	0	0	0	0	0
LOC112448821	0	0	0.251303512	0	0	0	0	0	0	0
DDX1	59.53433389	55.16804692	52.97922722	58.4305446	57.9165796	66.87593451	57.37041468	83.29502697	57.52356171	55.20691481
NBAS	8.438153184	6.296258619	5.807361776	9.168184802	7.39918925	7.0067319	10.69457518	7.709668024	8.743004926	7.7139989
SCGB1C1	0.8351462	0.997240078	0	1.556358725	0	0.37255196	0	0	0.366318029	0.155986636
ODF3	0.227668588	0.289980672	2.379934514	0.314279852	0.481554215	0.473951867	0	0	0	0.226791474
BET1L	18.12253237	13.45592702	15.78108935	12.52002472	13.17382995	15.13698891	17.61452294	9.741960265	15.32633881	14.2777698
RIC8A	40.90928708	32.51090518	33.25653255	43.19409678	36.95273626	33.46566972	25.59869051	28.10793348	37.07396647	35.58556795
SIRT3	2.538918847	2.052226798	3.259949455	2.628593986	3.446742395	4.661048191	2.932449457	1.776308714	1.584794589	1.82389719
PSMD13	141.9385432	119.0444504	98.02194941	144.854141	136.0848658	130.9115193	146.7146356	124.8358872	123.3217607	119.6349677
COX8B	0	0	0	0	0	0	0	0	0	0
NLRP6	0.11605832	0.190058234	0.385769184	0.164787462	0.065753911	0	0	0.174606457	0.683599724	0.074321483
PGGHG	7.529503762	4.519567711	6.936103698	4.324830584	6.109567285	5.988448992	4.630026515	3.360367926	4.319170351	5.819350095
IFITM5	0	0	0	0	0	0	0	0	0	0
IFITM2	251.4357636	315.0116815	232.397599	227.057124	261.3357909	205.59081	231.802063	201.5981804	212.980147	167.390319
LOC112441484	166.6666205	191.5343755	211.0936001	174.1951368	161.0899354	130.2064099	98.93687175	138.0693134	131.5399832	111.9668441
LOC112448823	0.100677785	0.096174703	0	0.062540247	0	0	0	0.048194006	0.132480114	0
LOC112448824	0.02894071	0.110585038	0.058554548	0.071910964	0	0.154922597	0	0	0.253883782	0
LOC101904211	0	0	0.565032737	0	0	0	0	0	0	0
LOC112448825	0	0	0	0	0	0	0	0	0	0
TRNAC-ACA_55	0	0	0	0	0	0	0	0	0	0
FAM84A	0.232806241	0.148262242	0.235513645	0	0.261598734	0	0	0	0	0.072471667
LOC782101	10.33882991	5.02880827	8.444015462	5.067214454	5.90592453	7.320071781	8.592653144	12.62260717	5.075753322	6.129793921
LOC100297236	0.058852585	0	0.059537007	0.194980064	0	0.105014647	0	0.056344939	0	0
LOC104973452	0	0	0	0	0	0	0	0	0	0
TRIB2	35.71657553	16.3215299	22.6759065	22.49751776	17.40638336	24.21397471	26.76376828	11.59833808	20.03710974	15.37480125
LOC112448826	0.195127617	0.037280003	0	0.129292521	0.588133179	0	0	0	0.273882638	0
LOC101904537	0.136461797	0	0.055219508	0.18084052	0.281421827	0.292197616	0	0	0	0.285465739
LOC112448827	0	0	0	0	0.079917067	0	0	0	0	0
LOC112448828	0	0	0	0.388266349	0.023239053	0	0	0	0	0.087556815
LPIN1	3.697004442	4.237975292	4.107436942	2.535606128	3.652639479	2.951206728	4.609642813	2.732229442	3.254594793	2.636081846
NTSR2	0	0	0	0	0	0	0	0	0	0
GREB1	0	0	0	0	0	0	0	0.011198341	0	0
E2F6	4.369682207	2.576689221	3.438165981	2.993672684	2.460401723	3.417256063	3.05103431	2.040099286	2.129624959	2.377944532
LOC112448883	0	0	0.119716788	0	0	0	0	0.453192762	0	0
ROCK2	15.60263306	7.766849434	11.99928597	8.170991503	9.018624936	7.459031028	12.01965286	13.17689957	7.398393077	9.377044315
LOC100847716	0	0	0	0.152905419	0.292860998	0	0	0	0	1.103400203
PQLC3	43.24881887	28.5832242	43.64685763	38.56996233	41.74914505	43.53636482	61.09680118	71.54207879	38.44064706	44.55443235
C11H2orf50	0.932508655	0	1.048170221	2.317068129	1.013594336	1.848820284	0	2.281537293	1.060432261	1.367570899
LOC112448829	0	0	0	0	0	0	0	0	0	0
LOC101904759	0	0	0	0	0	0	0	0	0	0
KCNF1	0.455337175	0	0	0	0.240777108	0.135414819	0	0.363279789	0.099861687	0
